103,"Thirty five hundred years has passed since the end of the previous book. Leto II (I will just call him Leto for the sake of brevity) has been the God Emperor of the known Universe practically all this time. He is not shy about using pure despotic methods of governing when he feels like it. Unfortunately with all his infinite wisdom he forgot the most important one: a smart despot knows when to leave; the stupid one remains in power until his subjects remove his head – against his wishes obviously. As a result practically everybody and their brother want Leto gone. Heck, I wanted him gone. I can only think of two exceptions: his fanatical and specially cultivated Fish Speakers and his majordomo Monteo scared into submission by constant mood changes of his not entirely human and sometimes homicidal boss. Unfortunately Leto is very slow when it comes to taking a hint, so he stays. He continues making endless philosophical speeches about everything in a true prophet fashion: in the most runaround possible way. Ask the guy (being) about the color of the sky and you will receive a speech worth a couple of pages. I assure you, you will not find word “blue” anywhere in the answer. Thus Leto committed the ultimate sin: you can be a despot and sometimes your people can tolerate and even forgive you, but absolutely nobody wants an Emperor who baubles non-stop. This leads to total rebellion.The book has an excellent beginning which made me really excited. Thirty five hundred years has passed and it means all the annoying people of the first trilogy are long dead. The story starts with a great action scene (the only one in the book, it turned out later) featuring Dune rebels. The philosophical speeches of Leto were quite refreshing in the beginning. I loved what I was reading more than the last two books and thought everybody who gave the novel low rating had no clue. About 150 pages later the rebels mysteriously disappeared never to be heard again. Leto’s word diarrhea started to get on my nerves. Blah blah blah Golden Path blah blah blah I am not a despot blah blah. A normal human being can only read so much of it before it gets really old. I need to add that Leto never bothers to explain what the Golden Path is about except that humanity is doomed without it. Both Leto and the author himself try to convince the readers – real and imaginary – that the God Emperor is not a despot, using exactly the same arguments every single despot in recorded history justified his behavior, including the classic one:My answer to Leto would be slightly paraphrased well-known saying: if you walk like a despot and quack like a despot – you are a despot. What else do you call a monarch with unlimited power who kills his subjects when he is in the right mood? No Golden Path can change it.In the last part of the book – where I get to on sheer willpower – Leto finally shut up to my surprise. The moment he did everybody started to behave like teens on serious hormone overdose. My apologies to teens in real life; this is a cliché and rarely happens. I mean to this extent. Let me just mention that all the people in question were grown-up adults; I am not even sure this term applies to Leto. I suddenly realized I became a faithful of God Emperor as I promptly went down on my knees and prayed, “Oh, God Emperor! Hear your faithful. Please enlighten your undeserving worm with one of your heavenly speeches and make these kids stop”. Needless to say my prayer was not answered. So much for God Emperor. One of the first disappointments of the book was continuous recycling of poor Duncan Idaho. Leto seems to be fond of resurrecting him and killing the guy the moment he showed an independent thought. How many times do you want to stumble upon the same stone? As many times as can fit into thirty five hundred years that is how many. His personality changed dramatically: in the three books he was a selfish hero completely loyal to his masters (the way dogs are loyal). In this book he is a lovesick teen – well in mature age by years count. Then again if Leto being 3509 years old acts the same, there is no shame for Duncan to behave so. One of the biggest plot holes is related to this guy as well. To explain it I assume everybody knows Dune – from the book, or movies. The original guy died a heroic death giving Paul and Jessica time to escape. His countless clones keep his memory. Yet during the first meeting of a brand new Duncan Idaho – fresh from a cloning factory – and Leto II the latter asks, “Do you remember me?” Duncan answer with yes. Leto II was born way after the original Duncan died. How the hell his clone was supposed to remember him? Especially considering the fact that the current incarnation spent the majority of his time wondering what happened to previous ones? There is no way the memories are shared between incarnations. One more fact I found hard to believe: nothing much changed during 3500 years between the books. Even considering that Leto suppressed all changes, that many years is a lot of time. May I remind you the whole recorded history of humanity took less than that and look at where we are now. We do not have any wars anymore. Sorry, scrap that. We go to work by flying cars. Sorry, scrap that too. We conquered terminal diseases like cancer and AIDS. Sorry, I keep coming up with bad examples. I guess we are still not that different from our distant ancestors who just discovered the wonders of controlled fire. The whole book is way below the level of the first trilogy. This is not just my opinion. The original illustrator thought so too and decided a phallic symbol is needed to salvage the novel. And thus the following cover was born: This cover promptly ends up among the top three positions of all worst science fiction covers lists by the way. This shows people have no appreciation for true art. Herbert himself used similar symbolism in the novel when Leto commanded a woman dying of thirst to caress the inside folds of his worm body until water mixed with spice comes out to satisfy the woman’s thirst. I am not even commenting on this one. So the book started on strong 4 star rating level which became 2 stars fairly fast and remained this way until the end when it ended up in 1 star territory. It is not completely hopeless and Leto’s ramblings are interesting until they overstay their welcome, so 2 stars is the final rating."
103,"I hated this book the first time I read it. Hated every person in it, did not understand why anyone acted the way they did. Now it's one of my top-ten comfort reads, and I see so much in Leto I want for myself. Dune was the perfect hero book, and then Herbert turned the trope of “boy becomes Messiah and saves the noble people” on its head with Dune Messiah and Children of Dune. In those two volumes, everything assumed and trusted became so much sand, and a son had to destroy his Messiah father’s legacy to save the universe from religious genocide and tyranny. We closed on the boy becoming yet another saviour and had only a vague, hopeful idea of what he intended to do next. Herbert could have left us there, many thought he would when he finished his Dune Trilogy. Instead, he published his most difficult and daring book yet. In Emperor, we discover that the boy’s plan to save humanity from tyranny is... to become the ultimate Tyrant, and Predator of humankind. Yeah, I’m with you. Just say “huh?” and get it over with. I can’t explain without giving plot away. Emperor is a masterpiece of philosophy, and the best book in the series, but I wouldn’t blame you if you stopped somewhere in the middle and stuffed it to the back of your shelf for ten years before you gave it another chance. Who am I to argue? I did. "
103,"[SPOILER ALERT: if you never read Children of Dune STOP NOW!]Leto II is now the God Emperor after merging with the sandtrout and becoming a monstrous worm-man powered by melange. He rules the known universe with an iron fist - not unlike his Aunt Alya did actually - but this is of course because he is SAVING the human race from itself. He has an army of woman, the Fish Speakers, that carry out his bidding spreading terror and, still, peace across his vast domain. He has reigned for 3000+ years and sees the end nearing. There is a lot of philosophy here and it is interesting. perhaps it gets a little slow. I know several people that get fed up with the Tleilaxu ghola of Duncan Idaho's appearance (and, yes, he is back in Heretics of Dune as well). But overall, it was a good read.One thing I still don't understand - and perhaps someone more versant in the Dune universe will enlighten me - is what was the threat to humanity that the Golden Path was initiated to alleviate? Was it just infighting that he thought would exterminate the human race? If so, just enforcing a brutal 3500 year peace was just postponing the inevitable? Perhaps this will be revealed in Heretics or Chapterhouse. Another puzzling thing was the tolerance of Ix. Apparently, in the distant past before Dune, the Butlerian Jihad was raged against ""thinking"" machines which resulted in a world with human computers (Mentats and Guild Navigators) and a formal universal proscription of computers. However, Leto II apparently allows Ix to wind up production again as he purchases machines for transcribing his thoughts among other things. I found it a bit frustrating not to understand more how the Ixians themselves. I really love this series although I probably will not read the apocryphal 7 and 8 written after Frank died.Fino's Dune ReviewsDuneDune MessiahChildren of DuneGod Emperor of DuneHeretics of DuneChapterhouse: Dune"
103,"It's not until the end of this book that you begin to understand Herbert's grand plan for his series. DUNE is really about shaking man out of an evolutionary cul-de-sac, showing a frustrated civil(?) society that despite its technological and social superiority is stagnating. The inventions of the Bene Gesseritt, the Guild, the Mentats, all of these are bulwarks against the decline of man that are failing. And the only one to understand this is Leto II, God Emperor of the Known Universe. In his transformed state, he rules a bizarrely changed Dune, and through more political intrigue and the continued centuries-long resurrection of Duncan Idaho clones, we learn that Leto has seen this decline of man coming and his twisted machinations are an attempt to prepare the human race to evolve beyond this end. Fucking BRILLIANT stuff here, even if it's not fully borne out until the next novel. But wow. They don't make 'em like they used to."
103,"God Emperor of Dune (Dune #4), Frank HerbertGod Emperor of Dune is a science fiction novel by Frank Herbert published in 1981, the fourth in his Dune series of six novels. Leto II Atreides, the God Emperor, has ruled the universe as a tyrant for 3,500 years after becoming a hybrid of human and giant sandworm in Children of Dune. The death of all other sand-worms, and his control of the remaining supply of the all-important drug melange, has allowed him to keep civilization under his complete command. Leto has been physically transformed into a worm, retaining only his human face and arms, and though he is now seemingly immortal and invulnerable to harm, he is prone to instinct-driven bouts of violence when provoked to anger. As a result, his rule is one of religious awe and despotic fear. Leto has disbanded the Landsraad to all but a few Great Houses; the remaining powers defer to his authority, although they individually conspire against him in secret. The Fremen have long since lost their identity and military power, and have been replaced as the Imperial army by the Fish Speakers, an all-female army who obey Leto without question. He has rendered the human population into a state of trans-galactic stagnation; space travel is non-existent to most people in his Empire, which he has deliberately kept to a near-medieval level of technological sophistication. All of this he has done in accordance with a prophecy divined through precognition that will establish an enforced peace preventing humanity from destroying itself through aggressive behavior. ...تاریخ نخستین خوانش روز هجدهم ماه ژانویه سال 2019 میلادیعنوان: خداوندگار تلماسه: کتاب چهارم از سری تلماسه؛ نویسنده: فرانک هربرت؛داستان تل‌ماسه در آینده‌ ای دور می‌گذرد و در جامعه‌ ای ملوک الطوایفی که با الهام از جوامع اعراب بدوی ساخته شده‌ است؛ سه عامل اثرگذار در این جامعه ی فراسیاره‌ ای، عبارتند از: «پادشاه امپراتور (صدام چهارم)»، و «خاندان‌های حکومتی»، «اتحادیهٔ فضایی (صاحب انحصار حمل و نقل فضایی)» و گروه «بنی جزریت».؛ پس از جهاد بزرگ «باتلری»، ساخت و ایجاد دستگاه‌های خودکار، و رایانه‌ ها تابو شده، بنابراین جوامع انسانی مجبور به افزایش توانایی‌های جسمی، و ذهنی انسان‌ها، با استفاده از پرورش نژاد، و نیروهای مرموز، ماده‌ ای به نام «اسپایس ملانژ» یا ادویه شده‌ اند؛ «ملانژ» ماده‌ ای است، که قادر است نیروهای ذهنی آدمی را، تا حد بسیار زیادی افزایش دهد، حتی در مواردی می‌تواند باعث ایجاد پیش آگاهی از رویدادهای آینده، و طی الارض شود؛ «ملانژ» تنها در سیارهٔ بیابانی، و بسیار خشک «آراکیس (اقتباس از نام عراق)» یافت می‌شود؛ خشکی «آراکیس» به حدی است که مردم آن (فرمنها = مردان آزاد)، برای از دست نرفتن رطوبت بدن، مجبورند از جامه‌ های مخصوصی استفاده کنند، و آب در آنجا ارزشمندترین چیز است؛ «ملانژ» را ماسه کرمهای «آراکیس» می‌سازند، و استخراج کنندگان ادویه، علاوه بر جنگ دایمی با آب و هوای وحشتناک این سیاره، مجبورند گاه‌ و بیگاه با آن‌ها هم سر و کله بزنندماسه کرمهایی که قطر آن‌ها گاهی به بیست متر هم می‌رسد؛ «آب حیات» نیز از همین موجودات استخراج می‌شود؛ ماجرای اصلی رمان، نبرد بین سه خاندان بزرگ: «آتریید»، «هارکونن» و «کورینو (خاندان صاحب مقام امپراتوری)» بر سر تصاحب این سیاره، و زندگی‌نامهٔ قهرمان افسانه‌ ای فرمن‌ها «پل مودیب» است؛ خاندان امپراتوری، تسلط خود را با کمک نیروی نظامی هولناکی به نام «ساردوکار» بر عالم مسکون حفظ می‌کند؛ «ساردوکار»ها از کودکی آموزش می‌بینند که بی‌رحم باشند و در نبرد از هیچ عملی فروگذار نکنندگروه «بنی جزریت» هم از سوی دیگر، برنامه‌ ای دیگر برای خود تدارک دارند؛ آن‌ها نسل‌هاست که اذهان مردم را با اعتقاداتی مذهبی اسیر کرده‌ اند، و برنامه‌ ای دقیق و حساب شده برای کنترل نژادی نسل انسان‌ها دارند؛ هدف آن‌ها تولد «کویساتزهادراچ» است، تا بر عالم حکومت کند؛ «آتریید»ها جزو محبوبترین خاندان‌های حکومتی هستند؛ «پادشاه امپراتور صدام چهارم» که از قدرت «آترییدها» هراسان شده، و به خاطر ترس از اعضای درباری «لندزراد» نمی‌تواند خود مستقیماً علیه آن‌ها وارد عمل شود، کنترل منابع «ملانژ» در «آراکیس» را، از «بارون ولادیمیر هارکونن (بزرگ خاندان هارکونن و دشمن قدیمی دوک آتریید)» می‌گیرد، و به «آترییدها» می‌سپارد؛ «دوک لتو آتریید»، سرور خاندان «آتریید»، «آراکیس» را با وجود آب و هوای خشک و سختش، سرزمین خوبی می‌بیند، زیرا امید دارد ارتشی از «فرمن‌»ها، که زندگی در «آراکیس»، آن‌ها را سخت و خشن و شکست ‌ناپذیر کرده، بسازد، تا با گارد ترسناک پادشاه امپراتور، «سارژوکار»، برابری کنند؛ از سوی دیگر پسر «دوک آتریید»، «پاول»، و وارث «بارون هارکونن، فیض-روتا»، هر دو از پروردگان برنامهٔ «بنی جزریت» هستند؛ تنها با این اشکال که طبق برنامهٔ «بن‌جزریت»، «پاول» باید دختر به دنیا می‌آمد، تا از «فید-روتا هارکونن»، «کوییساتزهادراچ» را به دنیا بیاورد؛ اما سرپیچی مادر «پاول»، «لیدی جسیکا»، این برنامه را برهم زده‌ است.؛ تاریخ بهنگام رسانی 22/04/1399هجری خورشیدی؛ ا. شربیانی"
98,"I read this because I liked What to Expect When You're Expecting. I liked this one even better. It's packed with facts and practical advice. As a first-time dad, I found it especially useful.The chapters on illness and first aid are overwhelming; I quickly gave up on trying to take notes. I skimmed the chapters to become aware of what could happen, but I'd rather rely on advice from the pediatrician or medical staff in the event of serious sickness or injury.I found the section on baby sign language interesting because someone recently told me how she used sign language with her daughter, and it made communicating much less frustrating.NotesFeedingBottles• Introduce bottle around 5 weeks, after breastfeeding is established. Introduce 1st bottle 1-2 hrs after breastfeeding and gradually build up by swapping bottle for breastfeeding.• 1st bottle shouldn’t be offered by mother.• Feed until baby stops eating.• Start with 1-2 oz formula at each feeding and gradually increase. • Start with 1 bottle feeding per day for 1 week before switching to 2/day.• Boil bottles and nipples before 1st use. After that, dishwasher or hand-washing is sufficient.• Discard milk or formula remaining in bottle after feeding.• Start weaning from bottle at 8-11 mos; may take 1-2 mos. Finish by 1 yr.Storing breast milk• Refrigerate as soon as possible.• Room temperature up to 6 hrs.• Refrigerate up to 48 hrs.• Chill for 30 mins, then freeze 1-2 weeks in single-door refrigerator (3-6 months for models that freeze foods solid).• Thaw in fridge and use within 24 hrs, or thaw under lukewarm tap water and use within 30 mins.Solid foods• Introduce solids at 4-6 mos, depending on doctor’s orders.• Introduce foods 1 at a time, 3-5 days apart.• Iron-enriched cereal is the easiest source of iron for non-formula-fed babies.• You can freeze homemade baby food in ice cube trays.Early foods• 4-6 mos: rice cereal.• 6 mo: barley cereal, oat cereal, applesauce, bananas, pears, peaches, peas, carrots, green beans, sweet potato, squash.• 7-8 mos: chicken, turkey, lamb, beef, avocado, egg yolk.• 9 mo: yogurt (whole milk), cheese (Swiss, Cheddar), pasta, beans, tofuCups• Start teaching to use cup at 5 mo.• To motivate switch from bottle to cup, use bottle only for water, and cup for other drinks.• Sippy cups have many negatives, so avoid if possible. Start with spoutless cup and use sippy later if necessary, but limit sipping to meals and snack times.Miscellaneous feeding notes• Powder formula is least expensive.• By 4 mo, babies don’t need to eat during night.• No nuts or honey until doctor okays, around 1 yr.• It’s OK to let baby eat food dropped on house’s floor.• Try to hold off on sweets for at least 1st year.• Limit sugar and salt.• Don’t forbid foods; allow occasional treats when child understands the concept of rare treats.• When doctor okays cow’s milk (around 1 yr), give only whole milk until age 2.• Don’t push food on baby. If she likes only one food for a week or more, let her eat it. However, try to sneak other foods into or onto it.• Don’t laugh at or scold high chair antics, or baby will be encouraged. Don’t comment on manners except for praising good behavior.• Brush and wipe baby teeth with washcloth after meals and at bedtime.• Don’t use fluoridated paste.Sleeping• Don’t try to implement a sleep schedule until baby is several months old. • Breastfed babies don’t usually sleep through night until 3-6 months.• You won’t spoil a baby by consistently responding to crying within a couple minutes. Studies show these babies cry less as toddlers. But, if you’ve met baby’s needs, it’s OK to let her cry for 10-15 mins. • By 6 mos, OK to let baby cry it out at night.• Feed baby a while before intended nap or sleep time so she doesn’t fall asleep during feeding. Put to bed when drowsy.• Teach baby to fall asleep without breast or bottle at 6-9 mos, but you can try earlier. Put to bed when drowsy.Schedule• By 3 months, some babies have a regular rhythm, but many don’t.• Don’t try to use a schedule before 2-3 mos; let baby eat and sleep on demand.Playing• Limit baby swing to 30 mins, twice daily. Move her to crib before she falls asleep.• Children don’t understand that items can belong to someone else until 2.5 yrs, and don’t understand sharing until 3.Talking to baby• Avoid pronouns; say “mommy”, “daddy”, and baby’s name.• Use simple words some of the time.• Talk about here and now.• Imitate baby’s sounds.• Raise your pitch; babies prefer high pitches.• Start pronouns around age 1.• If teaching a 2nd language, start at 2.5-3 yrs.Baby sign language• Baby sign language doesn’t impede spoken language skills.• Begin as soon as baby shows active interest in communicating, by 8 mo or earlier. Most babies sign back by 10-14 mos.• Develop your own signs by using simple gestures for words or phrases.• Speak and sign simultaneously.• Encourage others who spend time with baby to sign.• Use signs that baby invents.Discipline• With each “no”, try offering a “yes” in the form of an alternative, to avoid frustrating baby.• Correction and reward work better than punishment.• Your anger triggers baby’s anger; avoid angry outbursts.• Research shows spanking promotes violence, aggression, and antisocial behavior. It also teaches to settle disputes with force.• Alternatives to spanking: consequences such as time-outs, and positive reinforcement.• A spanking or hand smack may be warranted when a child who’s too young to understand words does something dangerous.Walking• Children may first walk at 9 mo, or after 15 mo.• Walking barefoot helps baby learn best. When she walks outside, choose shoes that are closest to bare feet (simple and flexible).Medical care• Keep baby calm for 30 mins before taking temperature so crying doesn’t elevate temp.• Call doctor if baby under 2 mo has rectal temp over 100.2° (105° for over 2 mo).• Don’t give aspirin to children. Acetaminophen (Tylenol) is OK under 6 mo; acetaminophen or ibuprofen (Advil) OK over 6 mo.Miscellaneous notes• Pair short last names with long first names (and vice versa). 2-syllable first complement 2-syllable lasts.• Keep nursery above 72° in summer, 68-72° winter days, and 68° winter nights.• Wean from pacifier between 3 and 6 mos.• You don’t need to wash baby’s clothes separately or with different detergent.• Most experts agree that there’s no evidence that intense early learning (such as Baby Einstein) provides a long-term advantage.• It’s OK for baby to suck fingers until age 5.• A woman’s body takes at least 1 yr to fully recover from pregnancy and childbirth. Ideally, wait that long to conceive again."
